Date,Team,TeamLocation,TeamScore,Opponent,OpponentScore,OpponentLocation,NeutralSite,TeamResult,TeamDifferential,OpponentDifferential,
11/22/16,Vermont,Neutral,87,Hofstra,73,,Neutral Site,Win,14,10.31,Division 1
11/22/16,Houston Baptist,Home,116,Ecclesia,80,Away,,Win,36,1.36,Non Division 1
11/22/16,South Dakota,Neutral,58,Houston,85,,Neutral Site,Loss,-27,3.93,Division 1
11/22/16,Harvard,Home,52,Holy Cross,63,Away,,Loss,-11,6.39,Division 1
11/22/16,Hofstra,Neutral,73,Vermont,87,,Neutral Site,Loss,-14,0.17,Division 1
11/22/16,Hawaii,Home,86,Hawaii-Hilo,55,Away,,Win,31,0.65,Non Division 1
11/22/16,Kennesaw State,Home,79,Alabama State,72,Away,,Win,7,-1.17,Division 1
11/22/16,Lamar,Home,78,Texas-San Antonio,58,Away,,Win,20,6.33,Division 1
11/22/16,Jacksonville State,Home,81,Dalton State,50,Away,,Win,31,0.86,Non Division 1
11/22/16,IPFW,Home,71,Indiana,68,Away,,Win,3,9.86,Division 1
11/22/16,Kansas State,Home,61,Robert Morris,40,Away,,Win,21,6.7,Division 1
11/22/16,Furman,Home,58,North Carolina-Asheville,64,Away,,Loss,-6,9.21,Division 1
11/22/16,George Mason,Neutral,79,Kent State,75,,Neutral Site,Win,4,4.81,Division 1
11/22/16,Gardner-Webb,Home,103,Toccoa Falls,53,Away,,Win,50,6.45,Non Division 1
11/22/16,Eastern Washington,Home,80,Seattle,76,Away,,Win,4,2.93,Division 1
11/22/16,Florida Atlantic,Home,78,South Florida,62,Away,,Win,16,-1.84,Division 1
11/22/16,Kent State,Neutral,75,George Mason,79,,Neutral Site,Loss,-4,4.93,Division 1
11/22/16,Kansas,Neutral,65,Georgia,54,,Neutral Site,Win,11,10.74,Division 1
11/22/16,Georgia,Neutral,54,Kansas,65,,Neutral Site,Loss,-11,2.59,Division 1
11/22/16,Georgia Tech,Home,81,Sam Houston State,73,Away,,Win,8,1.12,Division 1
11/22/16,George Washington,Neutral,74,Alabama-Birmingham,81,,Neutral Site,Loss,-7,-1.12,Division 1
11/22/16,Alabama-Birmingham,Neutral,81,George Washington,74,,Neutral Site,Win,7,2.59,Division 1
11/22/16,Wisconsin,Neutral,73,Georgetown,57,,Neutral Site,Win,16,12.65,Division 1
11/22/16,Georgetown,Neutral,57,Wisconsin,73,,Neutral Site,Loss,-16,4.42,Division 1
11/23/16,Oklahoma State,Neutral,97,Georgetown,70,,Neutral Site,Win,27,8.44,Division 1
11/23/16,Louisville,Neutral,68,Old Dominion,62,,Neutral Site,Win,6,13.67,Division 1
11/23/16,Old Dominion,Neutral,62,Louisville,68,,Neutral Site,Loss,-6,3.27,Division 1
11/23/16,Georgetown,Neutral,70,Oklahoma State,97,,Neutral Site,Loss,-27,4.42,Division 1
11/23/16,Northern Illinois,Home,64,Cal Poly,68,Away,,Loss,-4,2.37,Division 1
11/23/16,Ohio State,Home,78,Jackson State,47,Away,,Win,31,3.54,Division 1
11/23/16,Purdue,Neutral,96,Auburn,71,,Neutral Site,Win,25,15.26,Division 1
11/23/16,Rice,Home,80,Delaware State,58,Away,,Win,22,7.3,Division 1
11/23/16,Auburn,Neutral,71,Purdue,96,,Neutral Site,Loss,-25,0.3,Division 1
11/23/16,Penn State,Home,72,Colgate,59,Away,,Win,13,0.41,Division 1
11/23/16,Pepperdine,Neutral,63,St. Bonaventure,89,,Neutral Site,Loss,-26,-10.89,Division 1
11/23/16,St. Bonaventure,Neutral,89,Pepperdine,63,,Neutral Site,Win,26,5.12,Division 1
11/23/16,Navy,Home,78,Maryland-Baltimore County,66,Away,,Win,12,2.04,Division 1
11/23/16,Nevada,Neutral,82,Oakland,78,,Neutral Site,Win,4,7.48,Division 1
11/23/16,Loyola (MD),Home,81,Fairfield,66,Away,,Win,15,-2.54,Division 1
11/23/16,Wichita State,Neutral,82,Louisiana State,47,,Neutral Site,Win,35,19.34,Division 1
11/23/16,Louisiana Tech,Home,79,Oklahoma Baptist,63,Away,,Win,16,11.39,Non Division 1
11/23/16,Oakland,Neutral,78,Nevada,82,,Neutral Site,Loss,-4,7.96,Division 1
11/23/16,North Carolina,Neutral,71,Wisconsin,56,,Neutral Site,Win,15,15.89,Division 1
11/23/16,Wisconsin,Neutral,56,North Carolina,71,,Neutral Site,Loss,-15,12.65,Division 1
11/23/16,Niagara,Home,93,Drexel,74,Away,,Win,19,-3.72,Division 1
11/23/16,New Hampshire,Home,86,Detroit Mercy,70,Away,,Win,16,6.07,Division 1
11/23/16,Texas-El Paso,Home,56,Southeastern Louisiana,72,Away,,Loss,-16,0.23,Division 1
11/23/16,Texas Tech,Neutral,75,Utah State,51,,Neutral Site,Win,24,8.56,Division 1
11/23/16,Texas-Arlington,Home,80,Mount St. Mary's,71,Away,,Win,9,8.58,Division 1
11/23/16,St. John's (NY),Neutral,62,Michigan State,73,,Neutral Site,Loss,-11,0.63,Division 1
11/23/16,Texas A&M-Corpus Christi,Home,84,Jarvis Christian,61,Away,,Win,23,2.08,Non Division 1
11/23/16,Utah State,Neutral,51,Texas Tech,75,,Neutral Site,Loss,-24,1.74,Division 1
11/23/16,Wake Forest,Home,86,Coastal Carolina,74,Away,,Win,12,4.85,Division 1
11/23/16,Western Illinois,Home,91,Crown College,53,Away,,Win,38,-4.6,Non Division 1
11/23/16,Virginia Commonwealth,Neutral,63,Baylor,71,,Neutral Site,Loss,-8,9.56,Division 1
11/23/16,Villanova,Home,63,College of Charleston,47,Away,,Win,16,14.82,Division 1
11/23/16,Baylor,Neutral,71,Virginia Commonwealth,63,,Neutral Site,Win,8,11.22,Division 1
11/23/16,San Francisco,Home,79,Troy,67,Away,,Win,12,5.07,Division 1
11/23/16,Saint Francis (PA),Home,87,Longwood,72,Away,,Win,15,0.81,Division 1
11/23/16,Rutgers,Home,66,North Texas,53,Away,,Win,13,-0.64,Division 1
11/23/16,Siena,Home,66,Arkansas-Pine Bluff,43,Away,,Win,23,-0.66,Division 1
11/23/16,Ball State,Neutral,94,Southern Utah,83,,Neutral Site,Win,11,4.59,Division 1
11/23/16,Southern Utah,Neutral,83,Ball State,94,,Neutral Site,Loss,-11,-7.3,Division 1
11/23/16,Michigan State,Neutral,73,St. John's (NY),62,,Neutral Site,Win,11,2.56,Division 1
11/23/16,South Dakota,Neutral,57,Hofstra,65,,Neutral Site,Loss,-8,3.93,Division 1
11/23/16,South Carolina,Home,61,Michigan,46,Away,,Win,15,8.93,Division 1
11/23/16,Hofstra,Neutral,65,South Dakota,57,,Neutral Site,Win,8,0.17,Division 1
11/23/16,Columbia,Home,83,Army,88,Away,,Loss,-5,0.7,Division 1
11/23/16,Connecticut,Neutral,69,Oregon,79,,Neutral Site,Loss,-10,2.28,Division 1
11/23/16,Oregon,Neutral,79,Connecticut,69,,Neutral Site,Win,10,15.14,Division 1
11/23/16,Colorado State,Home,76,Maryland-Eastern Shore,65,Away,,Win,11,5.44,Division 1
11/23/16,Denver,Home,85,Utah Valley,88,Away,,Loss,-3,3.08,Division 1
11/23/16,Duquesne,Home,63,Tennessee-Martin,66,Away,,Loss,-3,-3.35,Division 1
11/23/16,Duke,Home,88,William & Mary,67,Away,,Win,21,13.41,Division 1
11/23/16,DePaul,Home,68,Missouri State,66,Away,,Win,2,-5.04,Division 1
11/23/16,Brigham Young,Neutral,89,Valparaiso,92,,Neutral Site,Loss,-3,7.93,Division 1
11/23/16,Valparaiso,Neutral,92,Brigham Young,89,,Neutral Site,Win,3,6.89,Division 1
11/23/16,Arizona State,Home,127,Citadel,110,Away,,Win,17,-2.32,Division 1
11/23/16,Alabama,Neutral,62,Saint Louis,57,,Neutral Site,Win,5,4.19,Division 1
11/23/16,Saint Louis,Neutral,57,Alabama,62,,Neutral Site,Loss,-5,-9.19,Division 1
11/23/16,Brown,Home,81,Morgan State,75,Away,,Win,6,-2.12,Division 1
11/23/16,Central Michigan,Neutral,79,Arkansas-Little Rock,91,,Neutral Site,Loss,-12,4.04,Division 1
11/23/16,Tennessee,Neutral,95,Chaminade,81,,Neutral Site,Win,14,3.44,Non Division 1
11/23/16,Cincinnati,Home,70,Samford,55,Away,,Win,15,14.93,Division 1
11/23/16,Arkansas-Little Rock,Neutral,91,Central Michigan,79,,Neutral Site,Win,12,0.85,Division 1
11/23/16,Canisius,Home,58,Tennessee State,72,Away,,Loss,-14,1.36,Division 1
11/23/16,James Madison,Home,70,Louisiana-Lafayette,82,Away,,Loss,-12,-3.83,Division 1
11/23/16,Kent State,Neutral,66,Wofford,59,,Neutral Site,Win,7,4.93,Division 1
11/23/16,Jacksonville,Home,97,Trinity Baptist,52,Away,,Win,45,2.97,Non Division 1
11/23/16,Vermont,Neutral,71,Houston,72,,Neutral Site,Loss,-1,10.31,Division 1
11/23/16,Idaho State,Neutral,67,NJIT,71,,Neutral Site,Loss,-4,-9.88,Division 1
11/23/16,NJIT,Neutral,71,Idaho State,67,,Neutral Site,Win,4,-1.28,Division 1
11/23/16,Wofford,Neutral,59,Kent State,66,,Neutral Site,Loss,-7,3.34,Division 1
11/23/16,Liberty,Home,70,Mississippi Valley State,55,Away,,Win,15,3.86,Division 1
11/23/16,Louisiana State,Neutral,47,Wichita State,82,,Neutral Site,Loss,-35,-7.65,Division 1
11/23/16,Kentucky,Home,101,Cleveland State,70,Away,,Win,31,15.59,Division 1
11/23/16,Lafayette,Home,55,Princeton,71,Away,,Loss,-16,-8.92,Division 1
11/23/16,Illinois-Chicago,Neutral,80,Elon,91,,Neutral Site,Loss,-11,2.15,Division 1
11/23/16,Florida Gulf Coast,Home,69,Binghamton,53,Away,,Win,16,9.76,Division 1
11/23/16,Elon,Neutral,91,Illinois-Chicago,80,,Neutral Site,Win,11,3.28,Division 1
11/23/16,Eastern Kentucky,Neutral,65,Georgia State,82,,Neutral Site,Loss,-17,-4.83,Division 1
11/23/16,Georgia State,Neutral,82,Eastern Kentucky,65,,Neutral Site,Win,17,4.62,Division 1
11/23/16,Eastern Michigan,Home,97,Madonna,60,Away,,Win,37,5.11,Non Division 1
11/23/16,Florida International,Home,89,Ave Maria,72,Away,,Win,17,-3.59,Non Division 1
11/23/16,Hartford,Home,61,Appalachian State,70,Away,,Loss,-9,-9.97,Division 1
11/23/16,Houston,Neutral,72,Vermont,71,,Neutral Site,Win,1,10.93,Division 1
11/23/16,George Mason,Neutral,77,Bradley,66,,Neutral Site,Win,11,4.81,Division 1
11/23/16,Fordham,Home,73,Rider,62,Away,,Win,11,-1.81,Division 1
11/23/16,Bradley,Neutral,66,George Mason,77,,Neutral Site,Loss,-11,-5.86,Division 1
11/24/16,Sacred Heart,Neutral,59,Northern Colorado,81,,Neutral Site,Loss,-22,-3.14,Division 1
11/24/16,Northern Colorado,Neutral,81,Sacred Heart,59,,Neutral Site,Win,22,-3.65,Division 1
11/24/16,Portland,Neutral,77,UCLA,99,,Neutral Site,Loss,-22,-5.93,Division 1
11/24/16,Butler,Neutral,76,Vanderbilt,66,,Neutral Site,Win,10,8.58,Division 1
11/24/16,UCLA,Neutral,99,Portland,77,,Neutral Site,Win,22,16.56,Division 1
11/24/16,Quinnipiac,Neutral,62,Gonzaga,82,,Neutral Site,Loss,-20,-5.04,Division 1
11/24/16,Nebraska,Neutral,80,Dayton,78,,Neutral Site,Win,2,-0.15,Division 1
11/24/16,Dayton,Neutral,78,Nebraska,80,,Neutral Site,Loss,-2,11.27,Division 1
11/24/16,Louisiana State,Neutral,66,Old Dominion,60,,Neutral Site,Win,6,-7.65,Division 1
11/24/16,Gonzaga,Neutral,82,Quinnipiac,62,,Neutral Site,Win,20,23.71,Division 1
11/24/16,Old Dominion,Neutral,60,Louisiana State,66,,Neutral Site,Loss,-6,3.27,Division 1
11/24/16,Illinois,Neutral,57,West Virginia,89,,Neutral Site,Loss,-32,1.81,Division 1
11/24/16,Weber State,Neutral,86,UC-Davis,58,,Neutral Site,Win,28,7.92,Division 1
11/24/16,West Virginia,Neutral,89,Illinois,57,,Neutral Site,Win,32,18.85,Division 1
11/24/16,Wichita State,Neutral,52,Louisville,62,,Neutral Site,Loss,-10,19.34,Division 1
11/24/16,Louisville,Neutral,62,Wichita State,52,,Neutral Site,Win,10,13.67,Division 1
11/24/16,UC-Davis,Neutral,58,Weber State,86,,Neutral Site,Loss,-28,1.59,Division 1
11/24/16,St. John's (NY),Neutral,69,Virginia Commonwealth,75,,Neutral Site,Loss,-6,0.63,Division 1
11/24/16,Vanderbilt,Neutral,66,Butler,76,,Neutral Site,Loss,-10,1.81,Division 1
11/24/16,Virginia Commonwealth,Neutral,75,St. John's (NY),69,,Neutral Site,Win,6,9.56,Division 1
11/24/16,Virginia Tech,Neutral,92,New Mexico,72,,Neutral Site,Win,20,5.19,Division 1
11/24/16,New Mexico,Neutral,72,Virginia Tech,92,,Neutral Site,Loss,-20,1.96,Division 1
11/24/16,Norfolk State,Neutral,58,Bucknell,84,,Neutral Site,Loss,-26,-1.96,Division 1
11/24/16,Bucknell,Neutral,84,Norfolk State,58,,Neutral Site,Win,26,6.79,Division 1
11/24/16,Cal State Northridge,Neutral,73,Texas A&M,95,,Neutral Site,Loss,-22,-2.32,Division 1
11/24/16,Florida,Neutral,81,Seton Hall,76,,Neutral Site,Win,5,13.67,Division 1
11/24/16,Texas A&M,Neutral,95,Cal State Northridge,73,,Neutral Site,Win,22,3.69,Division 1
11/24/16,Long Beach State,Neutral,64,Binghamton,72,,Neutral Site,Loss,-8,-4.17,Division 1
11/24/16,Santa Clara,Neutral,61,Arizona,69,,Neutral Site,Loss,-8,2.1,Division 1
11/24/16,Arizona,Neutral,69,Santa Clara,61,,Neutral Site,Win,8,11.39,Division 1
11/24/16,Baylor,Neutral,73,Michigan State,58,,Neutral Site,Win,15,11.22,Division 1
11/24/16,Binghamton,Neutral,72,Long Beach State,64,,Neutral Site,Win,8,-2.66,Division 1
11/24/16,Michigan State,Neutral,58,Baylor,73,,Neutral Site,Loss,-15,2.56,Division 1
11/24/16,Miami (FL),Neutral,67,Stanford,53,,Neutral Site,Win,14,7.88,Division 1
11/24/16,Iowa State,Neutral,73,Indiana State,71,,Neutral Site,Win,2,10,Division 1
11/24/16,Stanford,Neutral,53,Miami (FL),67,,Neutral Site,Loss,-14,-0.62,Division 1
11/24/16,Mississippi,Home,86,Montana,81,Away,,Win,5,1.7,Division 1
11/24/16,Indiana State,Neutral,71,Iowa State,73,,Neutral Site,Loss,-2,-2.81,Division 1
11/24/16,Florida State,Neutral,86,Temple,89,,Neutral Site,Loss,-3,12.19,Division 1
11/24/16,Seton Hall,Neutral,76,Florida,81,,Neutral Site,Loss,-5,2.96,Division 1
11/24/16,Temple,Neutral,89,Florida State,86,,Neutral Site,Win,3,-0.59,Division 1
11/24/16,Iona,Neutral,64,Drake,53,,Neutral Site,Win,11,4.14,Division 1
11/24/16,Drake,Neutral,53,Iona,64,,Neutral Site,Loss,-11,-5.36,Division 1
11/25/16,Pittsburgh,Home,76,Morehead State,63,Away,,Win,13,0.22,Division 1
11/25/16,Portland,Neutral,74,Dayton,84,,Neutral Site,Loss,-10,-5.93,Division 1
11/25/16,Dayton,Neutral,84,Portland,74,,Neutral Site,Win,10,11.27,Division 1
11/25/16,Oregon State,Home,58,Fresno State,63,Away,,Loss,-5,-8.59,Division 1
11/25/16,Old Dominion,Neutral,63,St. John's (NY),55,,Neutral Site,Win,8,3.27,Division 1
11/25/16,Oklahoma,Home,72,Abilene Christian,64,Away,,Win,8,-1.42,Division 1
11/25/16,St. John's (NY),Neutral,55,Old Dominion,63,,Neutral Site,Loss,-8,0.63,Division 1
11/25/16,Robert Morris,Home,62,Hampton,48,Away,,Win,14,-3.9,Division 1
11/25/16,Rutgers,Home,77,Hartford,75,Away,,Win,2,-0.64,Division 1
11/25/16,Princeton,Home,108,Rowan,46,Away,,Win,62,9.26,Non Division 1
11/25/16,Prairie View,Home,83,Lamar,91,Away,,Loss,-8,-6.48,Division 1
11/25/16,Rhode Island,Home,82,Belmont,73,Away,,Win,9,7.5,Division 1
11/25/16,North Florida,Neutral,76,North Dakota,75,,Neutral Site,Win,1,-1.13,Division 1
11/25/16,North Dakota,Neutral,75,North Florida,76,,Neutral Site,Loss,-1,7.96,Division 1
11/25/16,North Texas,Home,80,Niagara,71,Away,,Win,9,-4.96,Division 1
11/25/16,North Carolina-Wilmington,Neutral,63,Middle Tennessee,68,,Neutral Site,Loss,-5,10.52,Division 1
11/25/16,Sacred Heart,Neutral,61,Norfolk State,59,,Neutral Site,Win,2,-3.14,Division 1
11/25/16,Norfolk State,Neutral,59,Sacred Heart,61,,Neutral Site,Loss,-2,-1.96,Division 1
11/25/16,Middle Tennessee,Neutral,68,North Carolina-Wilmington,63,,Neutral Site,Win,5,10.93,Division 1
11/25/16,North Carolina-Greensboro,Home,90,Belmont Abbey,54,Away,,Win,36,6.79,Non Division 1
11/25/16,Alabama State,Neutral,57,Northern Arizona,71,,Neutral Site,Loss,-14,-7.64,Division 1
11/25/16,Ohio,Home,68,Tennessee Tech,57,Away,,Win,11,7.92,Division 1
11/25/16,Ohio State,Home,111,Marshall,70,Away,,Win,41,3.54,Division 1
11/25/16,Northwestern,Home,86,Bryant,66,Away,,Win,20,8.22,Division 1
11/25/16,Northern Arizona,Neutral,71,Alabama State,57,,Neutral Site,Win,14,-7.81,Division 1
11/25/16,Northern Illinois,Home,80,Elon,85,Away,,Loss,-5,2.37,Division 1
11/25/16,Utah,Home,85,UC-Riverside,67,Away,,Win,18,11.42,Division 1
11/25/16,Virginia Tech,Neutral,65,Texas A&M,68,,Neutral Site,Loss,-3,5.19,Division 1
11/25/16,Texas A&M,Neutral,68,Virginia Tech,65,,Neutral Site,Win,3,3.69,Division 1
11/25/16,UCLA,Neutral,82,Nebraska,71,,Neutral Site,Win,11,16.56,Division 1
11/25/16,Texas Tech,Home,91,Idaho State,58,Away,,Win,33,8.56,Division 1
11/25/16,Nebraska,Neutral,71,UCLA,82,,Neutral Site,Loss,-11,-0.15,Division 1
11/25/16,Towson,Home,88,Stony Brook,61,Away,,Win,27,5.28,Division 1
11/25/16,Washington,Neutral,86,Western Kentucky,47,,Neutral Site,Win,39,-3.11,Division 1
11/25/16,Wichita State,Neutral,72,Michigan State,77,,Neutral Site,Loss,-5,19.34,Division 1
11/25/16,Michigan State,Neutral,77,Wichita State,72,,Neutral Site,Win,5,2.56,Division 1
11/25/16,Wright State,Home,68,Cal State Bakersfield,64,Away,,Win,4,4.71,Division 1
11/25/16,West Virginia,Neutral,77,Temple,81,,Neutral Site,Loss,-4,18.85,Division 1
11/25/16,Iona,Neutral,76,Weber State,54,,Neutral Site,Win,22,4.14,Division 1
11/25/16,Western Kentucky,Neutral,47,Washington,86,,Neutral Site,Loss,-39,-3.81,Division 1
11/25/16,Temple,Neutral,81,West Virginia,77,,Neutral Site,Win,4,-0.59,Division 1
11/25/16,Weber State,Neutral,54,Iona,76,,Neutral Site,Loss,-22,7.92,Division 1
11/25/16,South Dakota State,Home,52,UC-Irvine,63,Away,,Loss,-11,-1.1,Division 1
11/25/16,Southern California,Home,78,Southern Methodist,73,Away,,Win,5,5.7,Division 1
11/25/16,Seton Hall,Neutral,90,Quinnipiac,79,,Neutral Site,Win,11,2.96,Division 1
11/25/16,Santa Clara,Neutral,66,Vanderbilt,76,,Neutral Site,Loss,-10,2.1,Division 1
11/25/16,Sam Houston State,Home,69,Idaho,62,Away,,Win,7,3.86,Division 1
11/25/16,Quinnipiac,Neutral,79,Seton Hall,90,,Neutral Site,Loss,-11,-5.04,Division 1
11/25/16,Vanderbilt,Neutral,76,Santa Clara,66,,Neutral Site,Win,10,1.81,Division 1
11/25/16,Savannah State,Neutral,91,St. Francis (NY),97,,Neutral Site,Loss,-6,-8.24,Division 1
11/25/16,Texas-Rio Grande Valley,Neutral,101,Grambling,93,,Neutral Site,Win,8,-3.61,Division 1
11/25/16,Grambling,Neutral,93,Texas-Rio Grande Valley,101,,Neutral Site,Loss,-8,-3.7,Division 1
11/25/16,Texas-San Antonio,Home,63,Texas State,48,Away,,Win,15,-4.19,Division 1
11/25/16,Stetson,Neutral,66,Radford,80,,Neutral Site,Loss,-14,-4.77,Division 1
11/25/16,Indiana State,Neutral,62,Stanford,65,,Neutral Site,Loss,-3,-2.81,Division 1
11/25/16,St. Francis (NY),Neutral,97,Savannah State,91,,Neutral Site,Win,6,-11.69,Division 1
11/25/16,Radford,Neutral,80,Stetson,66,,Neutral Site,Win,14,-5.14,Division 1
11/25/16,Stanford,Neutral,65,Indiana State,62,,Neutral Site,Win,3,-0.62,Division 1
11/25/16,New Orleans,Home,90,Florida College,63,Away,,Win,27,3.24,Non Division 1
11/25/16,Mercer,Neutral,70,East Carolina,66,,Neutral Site,Win,4,2.75,Division 1
11/25/16,East Carolina,Neutral,66,Mercer,70,,Neutral Site,Loss,-4,-1.63,Division 1
11/25/16,Toledo,Neutral,83,Evansville,79,,Neutral Site,Win,4,3.19,Division 1
11/25/16,Evansville,Neutral,79,Toledo,83,,Neutral Site,Loss,-4,1.76,Division 1
11/25/16,Clemson,Home,83,High Point,74,Away,,Win,9,3.46,Division 1
11/25/16,Drake,Neutral,58,UC-Davis,64,,Neutral Site,Loss,-6,-5.36,Division 1
11/25/16,Colorado State,Home,67,Southeastern Louisiana,59,Away,,Win,8,5.44,Division 1
11/25/16,Florida,Neutral,72,Gonzaga,77,,Neutral Site,Loss,-5,13.67,Division 1
11/25/16,Furman,Home,98,Hiwassee,48,Away,,Win,50,9.21,Non Division 1
11/25/16,Georgia,Home,77,Gardner-Webb,59,Away,,Win,18,2.59,Division 1
11/25/16,Florida A&M,Neutral,72,Georgia Southern,83,,Neutral Site,Loss,-11,-6.92,Division 1
11/25/16,Gonzaga,Neutral,77,Florida,72,,Neutral Site,Win,5,23.71,Division 1
11/25/16,Florida Gulf Coast,Home,68,Long Beach State,67,Away,,Win,1,9.76,Division 1
11/25/16,Georgia Southern,Neutral,83,Florida A&M,72,,Neutral Site,Win,11,4.52,Division 1
11/25/16,UC-Davis,Neutral,64,Drake,58,,Neutral Site,Win,6,1.59,Division 1
11/25/16,Bethune-Cookman,Home,69,Nicholls State,76,Away,,Loss,-7,-7.5,Division 1
11/25/16,Boise State,Home,82,Presbyterian,56,Away,,Win,26,5.4,Division 1
11/25/16,Butler,Neutral,69,Arizona,65,,Neutral Site,Win,4,8.58,Division 1
11/25/16,Akron,Neutral,84,Air Force,75,,Neutral Site,Win,9,7.7,Division 1
11/25/16,Air Force,Neutral,75,Akron,84,,Neutral Site,Loss,-9,-0.22,Division 1
11/25/16,Arizona,Neutral,65,Butler,69,,Neutral Site,Loss,-4,11.39,Division 1
11/25/16,Bucknell,Neutral,75,Northern Colorado,63,,Neutral Site,Win,12,6.79,Division 1
11/25/16,Jacksonville State,Neutral,61,Cal State Fullerton,38,,Neutral Site,Win,23,0.86,Division 1
11/25/16,Cal State Fullerton,Neutral,38,Jacksonville State,61,,Neutral Site,Loss,-23,1.96,Division 1
11/25/16,University of California,Home,71,Wyoming,61,Away,,Win,10,6.92,Division 1
11/25/16,Illinois-Chicago,Neutral,84,Cal Poly,71,,Neutral Site,Win,13,2.15,Division 1
11/25/16,Buffalo,Neutral,62,Nevada,67,,Neutral Site,Loss,-5,4.15,Division 1
11/25/16,Northern Colorado,Neutral,63,Bucknell,75,,Neutral Site,Loss,-12,-3.65,Division 1
11/25/16,Cal Poly,Neutral,71,Illinois-Chicago,84,,Neutral Site,Loss,-13,-6,Division 1
11/25/16,Nevada,Neutral,67,Buffalo,62,,Neutral Site,Win,5,7.48,Division 1
11/25/16,Iowa State,Neutral,73,Miami (FL),56,,Neutral Site,Win,17,10,Division 1
11/25/16,Providence,Neutral,60,Memphis,51,,Neutral Site,Win,9,3.78,Division 1
11/25/16,East Tennessee State,Neutral,86,Milwaukee,62,,Neutral Site,Win,24,11.29,Division 1
11/25/16,Miami (FL),Neutral,56,Iowa State,73,,Neutral Site,Loss,-17,7.88,Division 1
11/25/16,Memphis,Neutral,51,Providence,60,,Neutral Site,Loss,-9,6.22,Division 1
11/25/16,Loyola Marymount,Home,78,Portland State,62,Away,,Win,16,-0.26,Division 1
11/25/16,Richmond,Neutral,82,Maryland,88,,Neutral Site,Loss,-6,1.5,Division 1
11/25/16,Maryland,Neutral,88,Richmond,82,,Neutral Site,Win,6,8.73,Division 1
11/25/16,Milwaukee,Neutral,62,East Tennessee State,86,,Neutral Site,Loss,-24,-5.36,Division 1
11/25/16,Nevada-Las Vegas,Home,59,Texas Christian,63,Away,,Loss,-4,-4.42,Division 1
11/25/16,New Mexico,Neutral,105,Cal State Northridge,89,,Neutral Site,Win,16,1.96,Division 1
11/25/16,Cal State Northridge,Neutral,89,New Mexico,105,,Neutral Site,Loss,-16,-2.32,Division 1
11/25/16,Missouri-Kansas City,Home,97,Arkansas-Monticello,82,Away,,Win,15,-1.29,Non Division 1
11/25/16,Minnesota,Home,57,Southern Illinois,45,Away,,Win,12,6.88,Division 1
11/25/16,Mississippi State,Home,73,Lehigh,87,Away,,Loss,-14,2.31,Division 1
11/25/16,Louisville,Neutral,63,Baylor,66,,Neutral Site,Loss,-3,13.67,Division 1
11/25/16,Florida State,Neutral,72,Illinois,61,,Neutral Site,Win,11,12.19,Division 1
11/25/16,Iowa,Neutral,41,Virginia,74,,Neutral Site,Loss,-33,2.33,Division 1
11/25/16,Illinois,Neutral,61,Florida State,72,,Neutral Site,Loss,-11,1.81,Division 1
11/25/16,Holy Cross,Home,73,South Carolina State,57,Away,,Win,16,-2.21,Division 1
11/25/16,Hawaii,Home,63,Troy,65,Away,,Loss,-2,0.65,Division 1
11/25/16,Grand Canyon,Home,70,Coppin State,37,Away,,Win,33,5.11,Division 1
11/25/16,Hofstra,Home,89,Madaille,56,Away,,Win,33,0.17,Non Division 1
11/25/16,Virginia,Neutral,74,Iowa,41,,Neutral Site,Win,33,11.85,Division 1
11/25/16,Louisiana State,Neutral,74,Virginia Commonwealth,85,,Neutral Site,Loss,-11,-7.65,Division 1
11/25/16,Baylor,Neutral,66,Louisville,63,,Neutral Site,Win,3,11.22,Division 1
11/25/16,Virginia Commonwealth,Neutral,85,Louisiana State,74,,Neutral Site,Win,11,9.56,Division 1
11/25/16,Kentucky,Home,111,Tennessee-Martin,76,Away,,Win,35,15.59,Division 1
11/25/16,Kansas,Home,95,North Carolina-Asheville,57,Away,,Win,38,10.74,Division 1
11/25/16,Kansas State,Neutral,72,Boston College,54,,Neutral Site,Win,18,6.7,Division 1
11/25/16,Boston College,Neutral,54,Kansas State,72,,Neutral Site,Loss,-18,-3.56,Division 1
11/26/16,North Carolina A&T,Home,49,Jacksonville,66,Away,,Loss,-17,-12.63,Division 1
11/26/16,North Carolina State,Home,79,Loyola (IL),77,Away,,Win,2,-1.18,Division 1
11/26/16,Northern Arizona,Neutral,63,Jacksonville State,76,,Neutral Site,Loss,-13,-7.81,Division 1
11/26/16,Jacksonville State,Neutral,76,Northern Arizona,63,,Neutral Site,Win,13,0.86,Division 1
11/26/16,Nevada,Neutral,73,Iona,75,,Neutral Site,Loss,-2,7.48,Division 1
11/26/16,Iona,Neutral,75,Nevada,73,,Neutral Site,Win,2,4.14,Division 1
11/26/16,Nevada-Las Vegas,Home,71,Western Kentucky,61,Away,,Win,10,-4.42,Division 1
11/26/16,Providence,Neutral,52,Virginia,63,,Neutral Site,Loss,-11,3.78,Division 1
11/26/16,Notre Dame,Home,91,Chicago State,60,Away,,Win,31,9.82,Division 1
11/26/16,Virginia,Neutral,63,Providence,52,,Neutral Site,Win,11,11.85,Division 1
11/26/16,Purdue,Home,79,NJIT,68,Away,,Win,11,15.26,Division 1
11/26/16,Northern Illinois,Home,92,Illinois-Chicago,81,Away,,Win,11,2.37,Division 1
